COUNTRY NAME	lg_count	Latitude_abs_mean	Annual_precipitation_mean	Precipitation_seasonality_mean	Annual_temperature_mean	Temperature_seasonality_mean	EA033	Area_land	Shoreline	Settlement_date_grouping_finer	ratio_coastline_to_area	NPP_terra_mean	NPP_aqua_mean	environ_PC1	environ_PC2
NEW ZEALAND	2	3.1272027610944906	-1.0380758680375306	-1.467587061362697	-3.8780288291614906	2.4515440193969154	-0.30237651520711417	2.4556408437150585	2.2030396928364113	-1.5108304655560048	-0.8045192591602569	-0.559616911594633	-0.6321372508833917	-2.06290228618593	2.9993624763934297
TUVALU	2	-0.8553920152879393	1.927233960427462	-1.405646651286704	0.6455386173018712	-1.0847009949148083	-0.30237651520711417	-1.212727820144476	-0.7627927918833223	-1.2086643724448036	1.580372664076486	3.0082267577159434	2.965356088912186	2.1485065882922227	1.740277448025033
Wallis and Futuna (FRANCE)	2	-0.20575759168501564	0.5771365817099152	-0.5473471887580089	0.448169966931898	-0.3095536105850105	-0.30237651520711417	-0.9714864379409832	-1.114483684297506	0.3021660931112009	-0.06203718454310154	0.1365035340530055	0.24544959080812684	0.4334773364397796	0.06940587479612934
American Samoa (US)	1	-0.16994945221984	0.4417432267345019	-0.4677593625579572	0.4224193865302681	-0.34372629908701957	1.0280801517041895	0.349656834463054	0.02878203008765344	0.6043321862224018	-0.7117360891066596	-0.4576819799244928	-0.4963750740689676	0.14866901093451285	-0.3581707402619855
CHILE	1	1.3924277382680093	-1.4091270999343697	1.2040538331547936	-1.3349945499705589	1.0421321996057762	-0.30237651520711417	-1.0605592803275006	-1.4704498150828174	-1.5108304655560048	-0.6445964838324807	-0.5814976003410901	-0.6612718769858307	-1.372950869797413	0.20789368527164798
Guam (US)	1	-0.25657378257872177	-0.21473385736778172	1.2707116221422083	0.5116623658374038	-0.5664205644029957	-1.632833182118418	-0.3437442151959143	-0.6209994729038886	1.2086643724448036	-0.5349993308085998	-0.28240023162537137	-0.2986441034915034	-0.03481622269432724	-1.04560879090813
KIRIBATI	1	-1.765135101850373	-0.8114237597660957	0.01751626009182933	0.5414007248442828	-1.159314836047672	-0.30237651520711417	-0.10205903245949637	0.45793233848819526	0	0.7601298451183662	-0.3251336360926231	-0.307489978123748	0.3905216807491078	-1.2303645559645597
MARSHALL ISLANDS	1	-0.8444969368866581	0.7704170026848672	0.1869506580324528	0.5656439552098861	-0.9467990343345396	1.0280801517041895	-0.407527993832599	0.36092004900329994	0	1.3442312216659849	-0.088841702498054	-0.01037299543373361	0.5804547736958329	-0.7065489954048004
Niue (NEW ZEALAND)	1	0.42482109214012154	-0.6765027949500373	0.3772399455960105	-0.17229345809205043	0.7801813315482221	-0.30237651520711417	-0.9299517005735444	-1.4965840300670752	0	-1.0195715107946717	-0.5814330376146744	-0.6611863623809606	-0.6835233589703978	-0.21076209907695986
SAMOA	1	-0.16994945221984	0.4417432267345019	-0.4677593625579572	0.4224193865302681	-0.34372629908701957	1.0280801517041895	0.349656834463054	0.02878203008765344	0.6043321862224018	-0.7117360891066596	-0.4576819799244928	-0.4963750740689676	0.14866901093451285	-0.3581707402619855
TOKELAU (NEW ZEALAND)	1	-0.7604910396763952	1.574785267441335	-1.2757977781473036	0.6345218831939375	-1.12069227839188	-0.30237651520711417	-1.922290869447848	-1.4811023402166028	-1.5108304655560048	3.1628245254874434	3.008281539207111	2.9654114333947788	2.0481007581044355	1.6942594960323336
UNITED STATES	1	0.6769635043233171	-1.4874067607416757	-0.8681184834718628	-0.4272177570631139	0.24560997168626073	2.358536818615493	0.8866624788640152	0.4364145512780128	-1.2086643724448036	-0.9216216502087748	-0.30537894214169237	-0.14318475769519498	-0.5502339706732914	0.5048914171113025
