COUNTRY NAME	lg_count	Latitude_abs_mean	Annual_precipitation_mean	Precipitation_seasonality_mean	Annual_temperature_mean	Temperature_seasonality_mean	EA033	Area_land	Shoreline	Settlement_date_grouping_finer	ratio_coastline_to_area	NPP_terra_mean	NPP_aqua_mean	environ_PC1	environ_PC2
NEW ZEALAND	2	3.1272560925859727	-1.0380035274682362	-1.4666724222748064	-3.877623046012184	2.4514959428804595	2	2.4554274666275018	2.202847941559491	-1.5108304655560048	-0.8048568716144788	-0.5627324178943616	-0.6364129834026724	-2.0688653960198997	2.9964838638601368
TUVALU	2	-0.8665874023741869	1.9357419349749128	-1.3984404598161106	0.6458077817532204	-1.089395562524347	2	-1.2122869909270515	-0.7620137771266832	-1.2086643724448036	1.5794170137808108	3.008189015791209	2.965357241551115	2.151952367204002	1.741269077235476
Wallis and Futuna (FRANCE)	2	-0.20403535883229307	0.5759440893293691	-0.547785605751527	0.44765399478914497	-0.3074825479726211	2	-0.9729068406955922	-1.1165500355748272	0.3021660931112009	-0.06225878795373921	0.13398638952221983	0.24221447528191745	0.43105410941391564	0.07084797839231109
American Samoa (US)	1	-0.1682451494491981	0.44065675754402533	-0.46831479990176855	0.4219089008977005	-0.3416290089770741	3	0.34870173506854496	0.02736169261792623	0.6043321862224018	-0.7120592046629945	-0.4607098663785288	-0.5004898237413119	0.14605852963619342	-0.35784331197872615
CHILE	1	1.3933497174752156	-1.4087641983158117	1.201040279097309	-1.335130594743457	1.043165844975408	2	-1.062011054314679	-1.4727173086078509	-1.5108304655560048	-0.6449091091673534	-0.5846319145464131	-0.6655821564987179	-1.3741407808861366	0.20247534035527848
Guam (US)	1	-0.25482610471580436	-0.2153062555783586	1.2676000591530878	0.5111328657784695	-0.5641523567107539	1	-0.3449435287078794	-0.6227869759568831	1.2086643724448036	-0.5352948321463601	-0.28527745177211594	-0.30252438952074795	-0.03495079404426043	-1.0477887421447218
KIRIBATI	1	-1.762632047453454	-0.8115289048611407	0.01624730755276013	0.5408648886248798	-1.1565915827110214	2	-0.1031732250538724	0.4567544967228976	0	0.7600367011197983	-0.32804758843944865	-0.3113807533342606	0.38921890753220495	-1.2319116894003708
MARSHALL ISLANDS	1	-0.8424548703576076	0.7690731571835311	0.18543258105381277	0.565102953641654	-0.9442388866215432	3	-0.4087497718320572	0.359687389466661	0	1.3442293405333714	-0.09155254623018994	-0.01391145795400418	0.5790347072142645	-0.7053542946011476
Niue (NEW ZEALAND)	1	0.42622757757540863	-0.676713593318093	0.37544208061271034	-0.17267723209216104	0.7814160238958049	2	-0.9313574748974134	-1.498866290993525	0	-1.019942724068207	-0.5845672963240448	-0.6654965404931126	-0.6852541469327045	-0.21379762957531043
SAMOA	1	-0.1682451494491981	0.44065675754402533	-0.46831479990176855	0.4219089008977005	-0.3416290089770741	3	0.34870173506854496	0.02736169261792623	0.6043321862224018	-0.7120592046629945	-0.4607098663785288	-0.5004898237413119	0.14605852963619342	-0.35784331197872615
TOKELAU (NEW ZEALAND)	1	-0.7584910371209199	1.572811541031621	-1.2751651325523368	0.6339662062495569	-1.117998667822039	2	-1.9240461431479627	-1.4833758530582617	-1.5108304655560048	3.163106790298628	3.008232878654808	2.9654015696378937	2.0459672452955426	1.7019819330519612
UNITED STATES	1	0.6782437353870008	-1.4869825602554012	-0.8680852608809914	-0.42754721598601086	0.247254946913211	4	0.8858965115159326	0.4352245506703116	-1.2086643724448036	-0.9219775593153354	-0.30827591401668825	-0.14688070454650068	-0.5534590684063955	0.5019106637497164
