dropped_obs	mean_Rhat	mean_Bulk_ESS	mean_Tail_ESS	diff_predicted_vs_observed	diff_predicted_vs_observed_abs	dropped_observation_prediction	dropped_observation_prediction_diff	dropped_observation_prediction_diff_abs	b_Intercept_mean	b_environ_PC1_mean	b_Shoreline_mean	b_environ_PC2_mean	b_EA033_mean	b_Settlement_date_grouping_finer_mean	b_environ_PC1:Shoreline_mean	b_Shoreline:environ_PC2_mean	b_Shoreline:Settlement_date_grouping_finer_mean	b_Intercept_sd	b_environ_PC1_sd	b_Shoreline_sd	b_environ_PC2_sd	b_EA033_sd	b_Settlement_date_grouping_finer_sd	b_environ_PC1:Shoreline_sd	b_Shoreline:environ_PC2_sd	b_Shoreline:Settlement_date_grouping_finer_sd	b_Intercept_min	b_environ_PC1_min	b_Shoreline_min	b_environ_PC2_min	b_EA033_min	b_Settlement_date_grouping_finer_min	b_environ_PC1:Shoreline_min	b_Shoreline:environ_PC2_min	b_Shoreline:Settlement_date_grouping_finer_min	b_Intercept_max	b_environ_PC1_max	b_Shoreline_max	b_environ_PC2_max	b_EA033_max	b_Settlement_date_grouping_finer_max	b_environ_PC1:Shoreline_max	b_Shoreline:environ_PC2_max	b_Shoreline:Settlement_date_grouping_finer_max	b_Intercept_straddle_zero	b_environ_PC1_straddle_zero	b_Shoreline_straddle_zero	b_environ_PC2_straddle_zero	b_EA033_straddle_zero	b_Settlement_date_grouping_finer_straddle_zero	b_environ_PC1:Shoreline_straddle_zero	b_Shoreline:environ_PC2_straddle_zero	b_Shoreline:Settlement_date_grouping_finer_straddle_zero	Intercept§Estimate	environ_PC1§Estimate	Shoreline§Estimate	environ_PC2§Estimate	EA033§Estimate	Settlement_date_grouping_finer§Estimate	environ_PC1:Shoreline§Estimate	Shoreline:environ_PC2§Estimate	Shoreline:Settlement_date_grouping_finer§Estimate	Intercept§Est.Error	environ_PC1§Est.Error	Shoreline§Est.Error	environ_PC2§Est.Error	EA033§Est.Error	Settlement_date_grouping_finer§Est.Error	environ_PC1:Shoreline§Est.Error	Shoreline:environ_PC2§Est.Error	Shoreline:Settlement_date_grouping_finer§Est.Error	Intercept§l-95% CI	environ_PC1§l-95% CI	Shoreline§l-95% CI	environ_PC2§l-95% CI	EA033§l-95% CI	Settlement_date_grouping_finer§l-95% CI	environ_PC1:Shoreline§l-95% CI	Shoreline:environ_PC2§l-95% CI	Shoreline:Settlement_date_grouping_finer§l-95% CI	Intercept§u-95% CI	environ_PC1§u-95% CI	Shoreline§u-95% CI	environ_PC2§u-95% CI	EA033§u-95% CI	Settlement_date_grouping_finer§u-95% CI	environ_PC1:Shoreline§u-95% CI	Shoreline:environ_PC2§u-95% CI	Shoreline:Settlement_date_grouping_finer§u-95% CI	Intercept§Rhat	environ_PC1§Rhat	Shoreline§Rhat	environ_PC2§Rhat	EA033§Rhat	Settlement_date_grouping_finer§Rhat	environ_PC1:Shoreline§Rhat	Shoreline:environ_PC2§Rhat	Shoreline:Settlement_date_grouping_finer§Rhat	Intercept§Bulk_ESS	environ_PC1§Bulk_ESS	Shoreline§Bulk_ESS	environ_PC2§Bulk_ESS	EA033§Bulk_ESS	Settlement_date_grouping_finer§Bulk_ESS	environ_PC1:Shoreline§Bulk_ESS	Shoreline:environ_PC2§Bulk_ESS	Shoreline:Settlement_date_grouping_finer§Bulk_ESS	Intercept§Tail_ESS	environ_PC1§Tail_ESS	Shoreline§Tail_ESS	environ_PC2§Tail_ESS	EA033§Tail_ESS	Settlement_date_grouping_finer§Tail_ESS	environ_PC1:Shoreline§Tail_ESS	Shoreline:environ_PC2§Tail_ESS	Shoreline:Settlement_date_grouping_finer§Tail_ESS	Intercept§straddle_zero_95	environ_PC1§straddle_zero_95	Shoreline§straddle_zero_95	environ_PC2§straddle_zero_95	EA033§straddle_zero_95	Settlement_date_grouping_finer§straddle_zero_95	environ_PC1:Shoreline§straddle_zero_95	Shoreline:environ_PC2§straddle_zero_95	Shoreline:Settlement_date_grouping_finer§straddle_zero_95	dropped_observation_prediction_mean	dropped_observation_prediction_diff_mean
East Futuna	1.0000701429896837	42443.36947221593	53289.778711626685	4.327272727272727	4.327272727272727	0.5229	0.47709999999999997	0.47709999999999997	35.7515428051724	-3.38408280814169	-19.4618095215517	-6.52412463558705	-4.57075577551724	-15.0469157474138	2.62597552898895	2.02629814175924	12.132269375	6.28499732928658	2.62131605508932	4.01510850076154	4.64252912186176	0.311564169591359	2.90840893445792	1.85740362102448	3.18034319222572	1.95907245774738	10.2136	-14.9972	-39.4286	-25.4166	-5.92991	-28.2218	-5.19844	-11.6469	4.44328	64.3308	8.13005	-4.02565	13.6135	-3.23528	-3.38696	10.6321	15.0054	20.7766	no	yes	no	yes	no	no	yes	yes	no	35.7307499603448	-3.3735458182442	-19.4506618803448	-6.53477857573698	-4.57035749215517	-15.0340710081897	2.61920989848102	2.03590581797607	12.1225872388793	6.29607786197744	2.62046692453681	4.01933120441845	4.62258558267015	0.312853109570876	2.90281498452853	1.85735982923627	3.16550251579772	1.95398700898514	23.77839	-8.547726	-27.8463025	-15.3081225	-5.194534	-20.8215025	-0.98122425	-4.3680085	8.38632425	48.5066275	1.715471	-12.0739975	2.84287225	-3.96963625	-9.43682025	6.30470375	8.05634	16.0553075	1.00001318048817	1.00012329964614	1.00002381013714	1.00004569004649	1.0000515599708	1.00010310871801	1.00012112697976	1.00004654310645	1.00010296781419	51873.6903101652	37737.5653137685	51182.4961359486	35669.963423928	64651.3037264252	34632.5864345432	36729.5361429307	35160.8675449802	34352.3162172538	57160.4257711983	54761.1181738177	55672.8261719403	47089.6139446004	70105.2559909402	47213.8327567903	52999.5275951819	47010.4833904059	47594.9246097653	no	yes	no	yes	no	no	yes	yes	no	0.5229	0.47709999999999997
Hawaii	1.0000935938037379	43130.72604378553	53551.5274884767	4.327272727272727	4.327272727272727	0.0584	0.9416	0.9416	35.679273212069	-3.17058488267034	-19.4153633236207	-6.47941865336124	-4.605602565	-15.1357632474138	2.45846449743747	1.96856948127619	12.2550724981034	6.30159765408465	2.62891604484676	4.03624163177628	4.71977493313301	0.315356880380246	2.93845538971496	1.86474145514539	3.24404575931119	1.99411431676635	10.6346	-14.4567	-39.4708	-23.1319	-6.13283	-28.0863	-4.73952	-12.3679	3.79558	64.8508	7.41605	-5.27118	15.339	-3.30978	-2.31536	10.3422	13.9286	21.4238	no	yes	no	yes	no	no	yes	yes	no	35.6647555689655	-3.15692555899682	-19.4020964125	-6.51151214871433	-4.60608330362069	-15.1033276432759	2.44687069306721	1.99061526967055	12.2336703912069	6.27323517572949	2.61635668050995	4.01707898579928	4.67288425142559	0.314540468516115	2.92145582406244	1.85563607251622	3.21224158587523	1.98318143730733	23.6598575	-8.3278455	-27.76092	-15.3918075	-5.23016075	-20.94481	-1.1600485	-4.54623325	8.46922625	48.295695	1.94809124999999	-12.0089775	3.01648274999999	-3.99816775	-9.494244	6.13155725	8.10498274999999	16.2253025	1.00004885811877	1.00006102916572	1.00006194990451	1.00019084950944	1.00001349201573	1.00011300034334	1.00007637192716	1.0001649474556	1.00011184579337	52551.7324956614	40136.6759317725	52323.2861175735	34920.1027862935	65500.6248343296	34926.5536956522	39168.595920681	34181.9351474449	34467.0274646613	58133.5488480749	54936.2434457951	56948.3546301352	46334.3734271994	69629.8078256851	48284.0368282368	54703.7192250417	44806.533664558	48187.1295015641	no	yes	no	yes	no	no	yes	yes	no	0.0584	0.9416
Hereheretue	1.00004381948771	42173.137871682186	54080.02063846043	4.327272727272727	4.327272727272727	0.6854	0.3146	0.3146	35.2886376637931	-3.22310194750788	-19.1859800196552	-6.61570388309607	-4.55711844293103	-14.7700865558621	2.51370046046252	2.0845373089869	11.9716331039655	6.19153386441118	2.61528915847354	3.94341541979521	4.60857159298155	0.313981690610316	2.88498262427722	1.84834477282494	3.15792483726335	1.94807045146739	10.9749	-13.5337	-37.3567	-23.7298	-5.9124	-26.9881	-5.04958	-10.9757	4.45898	61.1768	7.74594	-5.53479	13.1434	-3.06695	-3.3765	9.84813	14.3818	19.9017	no	yes	no	yes	no	no	yes	yes	no	35.2896449051724	-3.22498160783725	-19.1863072459483	-6.61246563938341	-4.55787302991379	-14.7737863731034	2.51485688467469	2.08257047450168	11.9739542646552	6.1958071473001	2.61492738969371	3.94698327684701	4.619216598575	0.312705286150435	2.89139625899272	1.84728401571444	3.16310849932717	1.95176335880237	23.47558	-8.41111425	-27.428805	-15.40671	-5.18103025	-20.5191225	-1.08349025	-4.26310125	8.22583325	47.902705	1.8767885	-11.9176625	2.68193075	-3.956048	-9.17508425	6.195053	8.13920475	15.87371	1.00003939442226	1.00000861809601	1.00004285014092	1.00007703004808	1.00004406064698	1.00004082898679	1.0000062470248	1.00008554113179	1.00004980489177	49562.0919024949	38122.4161679477	48573.2657242739	35569.2556924268	65595.4583841012	35184.072629332	37026.7341236877	34975.9704494046	34948.9757714708	56427.3372131399	53573.7800095415	54438.6361909395	49882.1415427594	70519.5029790361	50695.4583258476	52681.9773806691	48537.7578320422	49963.5942721687	no	yes	no	yes	no	no	yes	yes	no	0.6854	0.3146
Kapingamarangi	1.0000642004539042	42745.368429696384	52965.41949184075	4.327272727272727	4.327272727272727	2.1662	-1.1662	1.1662	34.7540067613793	-2.78868610054048	-18.837632287069	-6.48360063878326	-4.57351044913793	-14.8650986	2.20196794173056	2.03222362886948	12.0362396510345	6.19411894218197	2.67603291884617	3.94850269512956	4.55298808266947	0.310662907588327	2.8467397336437	1.89297683439691	3.12691016599184	1.92831624893682	5.77234	-12.7674	-36.9497	-23.6803	-5.97522	-27.6992	-5.09285	-12.167	5.05624	61.8545	8.25991	-2.29132	13.3294	-3.23604	-3.90879	9.43992	13.9712	20.3691	no	yes	no	yes	no	no	yes	yes	no	34.7584919999138	-2.77622385014854	-18.8404212181034	-6.50617390083566	-4.57506157068966	-14.8572245186207	2.19241439167042	2.05023795540042	12.0298213664655	6.24817719792814	2.6919635097403	3.98561669651454	4.5652611323954	0.311800259430498	2.84871112749103	1.90496490831975	3.13648040360978	1.92912946112156	22.84846	-8.12469625	-27.163945	-15.1744325	-5.191274	-20.518605	-1.48096675	-4.266144	8.33719425	47.4680275	2.44852	-11.48129	2.68969275	-3.96853925	-9.3802395	5.9895105	8.00699374999999	15.8857075	1.00006216955099	1.00009751124025	1.00010594693875	1.00002805564014	1.00001802504999	1.00006745487902	1.00009128337763	1.00003783943717	1.00006951797118	50919.79133799	40235.5099671347	50224.444057677	35875.7660503525	61385.9532678601	35807.3827856327	39189.4190190631	35586.2181593065	35483.8312222509	54160.1377157209	52985.7571103699	52743.1774683851	46524.2543845117	72180.2973814622	50072.2014734625	52355.6657364093	46438.8984257792	49228.385730466	no	yes	no	yes	no	no	yes	yes	no	2.1662	-1.1662
Kosrae	1.0000741252693282	43008.427052376	54446.8285760473	4.327272727272727	4.327272727272727	0.0832	0.9168000000000001	0.9168000000000001	36.4160922896552	-3.36395978539534	-19.7671575112069	-7.07374447670326	-4.62143063758621	-14.9513030058621	2.575757455851	2.364594137145	12.0676685646552	6.23491299934825	2.61342365744469	3.98998528098543	4.59405544412764	0.315621056604358	2.89067433825292	1.85266687158256	3.15015316915716	1.94825954627626	12.3073	-14.8621	-40.8607	-26.445	-5.95484	-27.3194	-6.13947	-13.7404	3.8533	67.6148	9.42732	-6.05162	16.7736	-3.36238	-2.40962	10.5733	15.0445	20.7232	no	yes	no	yes	no	no	yes	yes	no	36.4191971181034	-3.37097109637117	-19.7714705761207	-7.0750395410631	-4.62042555853448	-14.9455182500862	2.58205458543539	2.36364674498637	12.065033390431	6.23430586311798	2.61706254712597	3.98881310269253	4.58702453230598	0.315184550258897	2.88911424534114	1.85570661069798	3.14467357881188	1.94659157909297	24.5469	-8.5179815	-28.093605	-15.8002175	-5.2485405	-20.731215	-1.00521175	-3.9344305	8.347851	49.083605	1.7035415	-12.437765	2.14139025	-4.01048975	-9.3938155	6.24287575	8.37031175	15.9813025	1.0000477287222	1.00003669044553	1.00008423183124	1.00013987731181	1.00006338900702	1.00004796727559	1.00004977325126	1.00014566840241	1.00005180117689	51126.9966627969	37040.1175706417	50272.2010082436	37821.4441416701	66052.8310093076	35885.6912872408	36089.3952956751	37183.4465143963	35603.7199814119	57570.8296820158	53205.3984360265	57286.028004603	51435.5475705534	70982.8397323905	48662.4364075768	51792.0247007809	50256.4154281359	48829.9372223429	no	yes	no	yes	no	no	yes	yes	no	0.0832	0.9168000000000001
Mangaia	1.0000780707837278	43727.06106243308	53741.74656137113	4.327272727272727	4.327272727272727	0.4486	0.5514	0.5514	35.0960201948276	-2.98824342291833	-19.0677081965517	-6.97129168400893	-4.57021794655172	-14.5754485551724	2.37738712220345	2.31189339216261	11.8419098531034	6.24020372743313	2.64995083109535	3.97354979844175	4.61442187492237	0.312834004905793	2.89791071308073	1.86588136617328	3.15325923377719	1.95307369572002	12.1863	-14.4859	-38.1721	-24.522	-5.95932	-27.3325	-5.15528	-11.2414	4.61626	62.545	7.4768	-4.96369	12.7585	-3.17334	-3.63425	10.5712	14.4459	20.7821	no	yes	no	yes	no	no	yes	yes	no	35.1061999905172	-3.00578699865262	-19.0751022125	-6.94877764628344	-4.56950949982759	-14.5868863688793	2.38953041972388	2.29483197243224	11.8510640357759	6.22655496775541	2.63898140260154	3.96462215341931	4.63536397715673	0.312715834477944	2.89156635674622	1.85831336259801	3.16978921323869	1.95091728573775	23.2348875	-8.2295705	-27.3803475	-15.742045	-5.19097	-20.36381	-1.20904525	-4.12120175	8.12689125	47.75721	2.1430555	-11.7692975	2.456839	-3.966929	-9.02148425000001	6.078681	8.3396505	15.7881	1.00005044391901	1.00009927970424	1.0000751198105	1.00007784050659	1.00000718724992	1.00010937761573	1.00009771988952	1.000079846306	1.00010582205203	51871.784902716	40147.7195971269	51121.465934528	36124.4821889572	66280.8356407771	36794.0941458143	39271.3336690716	35523.3652332395	36408.468249667	57333.4115945894	56575.2005379174	55345.7940651849	45686.6198691456	68127.939733824	49603.0983480545	55455.8683204831	46758.1575454478	48789.6290376935	no	yes	no	yes	no	no	yes	yes	no	0.4486	0.5514
Mangareva	1.000100130895972	44222.358153796755	53397.42053047798	4.327272727272727	4.327272727272727	1.3951	-0.3951	0.3951	35.5487122965517	-3.42920168526574	-19.3102730391379	-6.45836893045705	-4.54829767568966	-14.859675345	2.63454052735416	1.97411854333413	12.0215844651724	6.22103904537175	2.62267992087439	3.95564377490453	4.68334073968175	0.311088252700462	2.90191536770558	1.85811706382311	3.21181247521268	1.96116626908788	10.365	-15.1089	-39.159	-22.8647	-5.87341	-28.7837	-4.80571	-11.5358	3.43613	64.4533	8.02264	-4.75366	12.7338	-3.38329	-1.70568	10.8436	13.7891	21.3358	no	yes	no	yes	no	no	yes	yes	no	35.5663739060345	-3.41218526190468	-19.3177009928448	-6.49581545875399	-4.55105572189655	-14.8507006862069	2.62126718199031	2.00011658777313	12.0150186902586	6.21994305548142	2.62308065476161	3.9601929270657	4.65812149901163	0.311751269917518	2.89501418988829	1.85721575479136	3.19347147828918	1.95507071171077	23.75325	-8.61825975	-27.5026225	-15.289435	-5.17244175	-20.6137075	-0.955827574999999	-4.47666575	8.2807985	48.0255975	1.6614915	-12.0338425	2.95622449999999	-3.953388	-9.2792135	6.315379	8.05343925	15.9418025	1.00005829637475	1.00017448038851	1.00006191757037	1.00008857256809	1.00007030958337	1.0000719600385	1.00019607759515	1.00009903607493	1.00008052787007	52007.693396193	41113.3022271186	51311.8566727606	37459.229785127	66223.1055951802	36687.3097717097	39932.6244212417	36895.7000080835	36370.4015067566	56612.0293116372	54181.3718927813	55171.8694001704	47313.9207807424	69660.1004453986	49140.4783780879	53397.6863264032	46313.9370191105	48785.3912199703	no	yes	no	yes	no	no	yes	yes	no	1.3951	-0.3951
Marutea	1.0000831531804018	43730.409359965	54561.4603015552	4.327272727272727	4.327272727272727	1.4788	-0.4787999999999999	0.4787999999999999	35.6415400741379	-3.44121962869017	-19.3702577715517	-6.53970626869925	-4.54557830517241	-14.8366098063793	2.64672940417283	2.02138599193324	12.0063227048276	6.15144528512363	2.62258070428032	3.91985156840496	4.57005561388804	0.312250411772227	2.86788819923429	1.8600848178622	3.13494651903459	1.93587056068237	11.3004	-15.5629	-39.04	-25.1323	-5.78319	-26.9868	-5.38738	-12.0418	4.99488	63.5204	8.41481	-5.29971	14.7028	-3.36681	-3.91783	10.9135	14.7921	20.3133	no	yes	no	yes	no	no	yes	yes	no	35.6149974939655	-3.43234385372142	-19.3512413787931	-6.52733688566919	-4.54707863344828	-14.8392980616379	2.64022659042058	2.01398455587657	12.0079841707759	6.15990973411586	2.6225232904537	3.92172220689166	4.57695570816926	0.312039384150237	2.87215633565094	1.85732153649142	3.14067653935431	1.94014049469241	23.8329975	-8.62501325	-27.4361275	-15.17171	-5.16627075	-20.5985225	-0.934386249999999	-4.33391775	8.30946875	48.0251075	1.64397475	-12.1248975	2.74170525	-3.94387625	-9.318737	6.32511325	7.95462975	15.91391	1.00008117886603	1.00011555365861	1.00005734562836	1.00009935265527	1.00004445266897	1.00007052000536	1.00013238131069	1.00008586227578	1.00006173155454	53566.2795814819	39984.7759026765	52776.4293411719	35877.8110801126	65453.5561880181	36172.9368280109	38868.066100423	35183.2225802072	35690.6066375828	59401.53753088	55621.7028102264	58544.133323097	48732.300996432	68192.66659924	49703.8415313458	53458.6439243979	47778.0892479874	49620.2267503902	no	yes	no	yes	no	no	yes	yes	no	1.4788	-0.4787999999999999
Morane	1.000070779853996	41077.479231073114	49772.50078859863	4.327272727272727	4.327272727272727	7.4619	-6.4619	6.4619	42.8567225482759	-3.28474862530529	-23.6325060618966	-13.0308394722036	-4.63277210844828	-12.963464412069	2.32686822127284	6.14143112133184	10.8630317441379	8.722168500683	2.62940727311549	5.59466496181501	6.42425536376324	0.318231723305621	3.03208871133863	1.87900564317871	4.28027568209743	2.03172621661449	13.5861	-14.5661	-56.5207	-40.6383	-6.06684	-26.8812	-5.04519	-11.3809	3.08347	91.4758	7.42349	-5.98992	13.2808	-3.40496	-1.91059	10.5153	24.6282	20.0887	no	yes	no	yes	no	no	yes	yes	no	42.8516348862069	-3.28662148819428	-23.6284508880172	-13.0187707935147	-4.633625215	-12.9741571353879	2.32974892448213	6.13098823130321	10.8705806662931	8.73571001004617	2.61698460313577	5.59503740439372	6.41558286975589	0.319096036175274	3.02719342912949	1.8688840886618	4.27256483897423	2.02845926497326	27.391075	-8.49072225	-36.04634	-25.943325	-5.2706205	-19.0894025	-1.27053075	-2.03372525	7.0265375	61.80351	1.76360575	-14.07219	-0.737608150000005	-4.0171595	-7.19034625	6.05321825	14.73791	14.9898025	1.00003826434321	1.0000491005006	1.00004639043965	1.00011565326916	1.00004796343187	1.00008135902107	1.00005642822941	1.00012437749869	1.0000774819523	43184.9491059189	41950.5474116322	43426.8839710407	33462.1433997009	61634.5280455508	36079.1182334474	40698.1449194221	33048.422077934	36212.5759150109	44119.4364612095	53356.2674786223	43028.5044270464	46247.3295417576	68118.8346627807	47592.1853956535	51805.6717597024	45714.6546730266	47969.6226975887	no	yes	no	no	no	no	yes	yes	no	7.4619	-6.4619
Māngarongaro	1.0000630236338357	43318.99969421064	54122.10456699389	4.327272727272727	4.327272727272727	0.7244	0.27559999999999996	0.27559999999999996	35.3983873793103	-3.30166203621705	-19.2267634874138	-6.65736216430662	-4.55625231224138	-14.6969754936207	2.54536731052641	2.10913924475554	11.9266939860345	6.14798630451625	2.58519205357311	3.91716381439572	4.63718381829419	0.312248392820353	2.89566118811417	1.83129598110026	3.17983745527874	1.95274753064716	11.5605	-14.9459	-38.2558	-25.0533	-6.06469	-27.1902	-4.49151	-11.0743	4.19623	63.9388	6.70588	-4.65407	13.0139	-3.2329	-3.02895	10.9206	14.5634	20.6238	no	yes	no	yes	no	no	yes	yes	no	35.406963605431	-3.29477929021733	-19.2315770187931	-6.67673148325581	-4.55691788112069	-14.6920390075	2.54072618959379	2.12168375298427	11.9235229593103	6.177971126323	2.59765192750781	3.94039705030344	4.60890924239423	0.311874667016866	2.88933000794713	1.83957223737412	3.15928006775307	1.94709352674495	23.597825	-8.45678075	-27.4818175	-15.4335225	-5.177441	-20.5103	-1.01230625	-4.24155725	8.24024975	47.900725	1.73998625	-11.949795	2.64990575	-3.9552185	-9.16934675	6.21217075	8.111322	15.877415	1.00002453212752	1.00006241621092	1.00004019245412	1.00008309603575	1.00007508442835	1.00005641661923	1.00006208196066	1.00009379703498	1.000069595833	50554.1084944407	40397.7895471029	49982.8179345535	35207.5245766349	68319.5143365492	35870.552208469	39409.2351707967	34718.3261277626	35411.1288515863	55909.0389996263	55202.5874792961	54266.5318526616	48630.2689704921	73047.1538068424	49443.4402687765	55152.4934157034	47464.048632336	47983.3776772106	no	yes	no	yes	no	no	yes	yes	no	0.7244	0.27559999999999996
Napuka	1.0000667916375556	43201.33304632933	53180.859927262754	4.327272727272727	4.327272727272727	0.3686	0.6314	0.6314	35.5727683810345	-3.15471612113191	-19.3279717353448	-7.04208371622393	-4.57348384982759	-14.6131863698276	2.46113614449086	2.33313329452394	11.8838496532759	6.22279583070204	2.61694025857911	3.97393679155456	4.60667183735698	0.311624322636301	2.8890382569807	1.85086462476218	3.15473268831164	1.95016108187634	11.7845	-13.8701	-40.4105	-27.1953	-5.96	-26.8007	-4.38296	-12.1101	3.79754	66.0612	7.28694	-5.20487	14.3151	-3.31674	-1.94867	10.5107	15.7272	20.1186	no	yes	no	yes	no	no	yes	yes	no	35.580485087931	-3.17821809161202	-19.3331591350862	-7.01429227114263	-4.57269840215517	-14.6231347643966	2.47856792621443	2.31351407047939	11.8898221968103	6.24473125027817	2.62442924346949	3.98627672755263	4.61861762970372	0.312529679621654	2.88292621022399	1.85605743985406	3.16032463511634	1.9449890508762	23.6774925	-8.36080525	-27.6524075	-15.737925	-5.19547	-20.376905	-1.0957875	-4.096434	8.18950375	48.277465	1.9027745	-11.9975975	2.3697155	-3.97092975	-9.08556775	6.148667	8.31421225	15.8008125	1.00003128202825	1.00007214436287	1.00002276860322	1.00008379451479	1.00017173971267	1.00001666603606	1.00008772577059	1.00008649873305	1.0000285049765	51753.9462986944	40333.2573672361	50966.1204634712	36308.0072403983	62219.9499244455	36302.3518113178	39157.5996222765	35775.9703678646	35994.7943212596	55771.252244316	54565.7897743604	53740.4478654116	46882.8974792841	67494.4916588635	49950.8701464461	54112.3721090152	46747.3842447381	49362.2338229298	no	yes	no	yes	no	no	yes	yes	no	0.3686	0.6314
Ngatik	1.0001117605349938	42690.123852209035	52395.47710400917	4.327272727272727	4.327272727272727	0.0406	0.9594	0.9594	36.6852430672414	-4.23716711458165	-20.0037632975862	-5.62839048627033	-4.59017144741379	-15.7755446108621	3.20808006760133	1.414083240885	12.5788341113793	6.38658341849779	2.63609344700681	4.07308074078666	4.73822560559053	0.313907449647826	2.91999089373013	1.86943931157885	3.23255501844312	1.95938286286432	11.8253	-15.5308	-42.6821	-23.9406	-5.8611	-29.3405	-5.51765	-12.6101	4.71382	67.4564	8.52791	-4.7615	14.6989	-3.34465	-3.70707	11.0626	14.2942	21.6522	no	yes	no	yes	no	no	yes	yes	no	36.6781731681034	-4.24030584306861	-19.9978843776724	-5.6145120554703	-4.59107760241379	-15.7834704855172	3.21124484230884	1.40417900904585	12.5834177350862	6.35228669217374	2.64527660611059	4.0491078078603	4.72982257078923	0.312530643503295	2.93090471541692	1.87707947300424	3.22697529175264	1.96776619375351	24.533185	-9.444356	-28.4442025	-14.5420025	-5.21634025	-21.6774025	-0.423248924999999	-5.0849385	8.82001875	49.569715	0.887619149999999	-12.514185	3.9505155	-3.988759	-10.13579	6.9322865	7.51166925	16.57171	1.0000682676751	1.00015676404493	1.00008875044239	1.00015436481675	1.00005175453137	1.00008255007748	1.00018025921265	1.00014079265154	1.00008234136274	52296.508535825	40111.5234078896	51559.3528272819	33838.7164586166	65281.0497200252	34504.6912584282	39147.4545762252	33303.5957087406	34168.222176849	56888.4339820429	54751.5070172515	54703.9530514807	44630.9282828437	67953.9973817535	47467.1441102076	53542.7934756884	44197.5815446484	47422.955090166	no	yes	no	yes	no	no	yes	yes	no	0.0406	0.9594
Ngā Pū Toru	1.0000834043288187	43811.01964197182	53591.98412342659	4.327272727272727	4.327272727272727	0.5861	0.41390000000000005	0.41390000000000005	35.32097875	-3.19474099064317	-19.2036802163793	-6.6412765435455	-4.55913188758621	-14.785548622931	2.494009697444	2.08563872872955	11.9951762253448	6.21383966481126	2.63012727993142	3.97123333603022	4.63972617277508	0.311860221701736	2.87677483740706	1.85937330064806	3.18280004412728	1.94539538049731	10.2829	-14.3698	-40.6866	-24.5211	-5.95432	-27.722	-5.69117	-13.1879	4.38876	64.7325	7.37009	-4.59879	14.7241	-3.28297	-3.49164	9.97791	14.2234	20.4063	no	yes	no	yes	no	no	yes	yes	no	35.3423735043103	-3.21018841359048	-19.2194264855172	-6.62872163789442	-4.55772661362069	-14.7973514972414	2.50514732993622	2.07637637878112	12.0033134948276	6.22431511246728	2.6179665836307	3.97398566877741	4.62967823388912	0.311532190044503	2.88179632101851	1.85119899949671	3.1743439196197	1.94775332160411	23.5386975	-8.4468125	-27.5051025	-15.4138125	-5.18037025	-20.5852525	-1.060274	-4.33212225	8.31513275	47.9825025	1.87168125	-11.91069	2.73008324999999	-3.9591585	-9.2898895	6.20711375	8.13066675	15.9402125	1.000029578164	1.00005433059139	1.00004563940141	1.0001165633866	1.00000780674017	1.0001674224662	1.00005980910732	1.00015824128654	1.00011124781574	53831.4334772021	41305.3676347539	53010.5285686432	35681.580633223	66695.1023819455	34484.95822202	40223.435546664	35042.7158850578	34024.0544282368	57957.3074113612	57691.9021839144	56529.4821176045	46863.5832062327	68896.9303598923	46504.9996714771	55534.9901374436	45889.4788916011	46459.1831313123	no	yes	no	yes	no	no	yes	yes	no	0.5861	0.41390000000000005
Niue	1.0001229805668488	41810.35949632662	52569.68367248879	4.327272727272727	4.327272727272727	0.3409	0.6591	0.6591	35.6499979103448	-3.21828001590483	-19.4120358425862	-6.7728895086929	-4.57564954793103	-14.9421079193103	2.54157114151076	2.17343692127992	12.0667987741379	6.18910400971825	2.63167558801688	3.94173239077803	4.62998275383976	0.313417542123384	2.90628929128319	1.86202422709152	3.16927574682898	1.96064378759939	11.1463	-13.8306	-37.3074	-24.3075	-5.84307	-28.6149	-4.6661	-13.4011	4.46367	63.5969	6.97047	-4.87264	17.4811	-3.39243	-3.52197	10.5019	14.4217	20.9454	no	yes	no	yes	no	no	yes	yes	no	35.6373226017241	-3.23721940060467	-19.406309809569	-6.7277717084738	-4.57495497215517	-14.9616266353448	2.55589299024203	2.14391583602988	12.0791779283621	6.21380062217715	2.62974918556283	3.96201194949691	4.61942674111305	0.313388499197189	2.88597708099362	1.86190083668446	3.16181304736612	1.94665564238587	23.712385	-8.40429925	-27.69225	-15.4588075	-5.19616475	-20.7286025	-1.04046425	-4.257324	8.3404505	48.21512	1.8802895	-12.076985	2.66005	-3.973199	-9.3940435	6.2343815	8.15268575	15.99551	1.00014309958443	1.00009791162529	1.00013426197783	1.00021594709174	1.00002069160499	1.00009659361937	1.00009788182231	1.0001900307027	1.00011040707298	49798.8901612337	37786.8887821276	49037.7975755624	34995.861990143	66155.2574996622	33980.1356841622	36736.5242586663	34231.658019215	33570.2214961673	55313.1719391356	54012.8172315909	54415.7401060563	46498.8432185686	68992.1590595595	48211.6863072197	52112.6574305765	46079.254940409	47490.822819283	no	yes	no	yes	no	no	yes	yes	no	0.3409	0.6591
