group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Mo-ava-mo-iki (Bellona + Rennelle)	1.1303	1.213288554677613	0	9	-0.13030000000000008	0.13030000000000008	1	phylo
Mota	0.8542	0.9723357978036029	0	6	0.14580000000000004	0.14580000000000004	1	phylo
Mota Lava	1.6398	1.362292752735041	0	9	-0.6397999999999999	0.6397999999999999	1	phylo
Māngarongaro	0.8387	1.008852857660046	0	8	0.1613	0.1613	1	phylo
Nengone	1.2073	1.2219967420593887	0	9	-0.20730000000000004	0.20730000000000004	1	phylo
Niue	0.9011	1.0459580263181127	0	9	0.09889999999999999	0.09889999999999999	1	phylo
Nukuoro	0.9661	1.1568425210294815	0	9	0.03390000000000004	0.03390000000000004	1	phylo
Paama	2.7646	1.8469239163526145	0	13	-1.7646000000000002	1.7646000000000002	1	phylo
Palau	1.9203	1.7560911979819165	0	17	-0.9202999999999999	0.9202999999999999	1	phylo
Pohnpei	0.764	0.9419090822748909	0	7	0.236	0.236	1	phylo
Pukapuka	0.6298	0.876486613062794	0	7	0.3702	0.3702	1	phylo
Raivavae	1.0844	1.1325214790413685	0	8	-0.08440000000000003	0.08440000000000003	1	phylo
Rakahanga-Manihiki	0.9631	1.0653881429739676	0	8	0.036900000000000044	0.036900000000000044	1	phylo
Rapa Nui	0.9786	1.1036592981462343	0	9	0.021399999999999975	0.021399999999999975	1	phylo
Ratak + Rālik	1.0102	1.1195629960525728	0	10	-0.010199999999999987	0.010199999999999987	1	phylo
Rimatara	1.1152	1.171864448914064	0	8	-0.11519999999999997	0.11519999999999997	1	phylo
Rotuma	1.0747	1.2187158966894969	0	8	-0.07469999999999999	0.07469999999999999	1	phylo
Rurutu	0.976	1.0582702838119191	0	8	0.02400000000000002	0.02400000000000002	1	phylo
Rēkohou	1.2327	1.3802685333377749	0	11	-0.2326999999999999	0.2326999999999999	1	phylo
Sāmoa	1.8266	1.6303368485757728	0	13	-0.8266	0.8266	1	phylo
Tahiti	0.615	0.8551304723914832	0	7	0.385	0.385	1	phylo
Te Henua ‘Enana (North Marquesas)	1.6927	1.7013395209706268	0	16	-0.6927000000000001	0.6927000000000001	1	phylo
Tikopia	1.0867	1.3122329463668228	0	11	-0.0867	0.0867	1	phylo
Tokelau	0.7686	0.9774198560278463	0	9	0.23140000000000005	0.23140000000000005	1	phylo
Tonga	1.5937	1.495474491389084	0	12	-0.5936999999999999	0.5936999999999999	1	phylo
Tuamotu	1.6666	1.630248512043824	0	14	-0.6666000000000001	0.6666000000000001	1	phylo
Tupuai	1.1052	1.1425688190873384	0	8	-0.10519999999999996	0.10519999999999996	1	phylo
Ulithi (greater)	0.8295	0.9738195841418706	0	6	0.17049999999999998	0.17049999999999998	1	phylo
Uvea (Wallis)	0.8972	1.0513527924866264	0	8	0.1028	0.1028	1	phylo
Woleai	0.7399	0.9348451120577964	0	8	0.2601	0.2601	1	phylo
Yap	1.1394	1.2586206944926897	0	10	-0.13939999999999997	0.13939999999999997	1	phylo
