group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Nengone	1.4183	1.2857256391010892	0	9	-0.4182999999999999	0.4182999999999999	1	none
Niue	1.0197	1.032578583863323	0	8	-0.01970000000000005	0.01970000000000005	1	none
Nukuoro	0.915	1.1092781661084745	0	8	0.08499999999999996	0.08499999999999996	1	none
Paama	2.2026	1.563009129773072	0	12	-1.2026	1.2026	1	none
Palau	3.1189	2.015283832836628	0	14	-2.1189	2.1189	1	none
Pohnpei	0.8385	0.9580759578207227	0	6	0.16149999999999998	0.16149999999999998	1	none
Pukapuka	0.3741	0.6310221936674574	0	7	0.6259	0.6259	1	none
Raivavae	1.2094	1.1758783563748842	0	8	-0.20940000000000003	0.20940000000000003	1	none
Rakahanga-Manihiki	0.6546	0.8454409009692536	0	6	0.34540000000000004	0.34540000000000004	1	none
Rapa Nui	1.1277	1.1386493587739044	0	10	-0.12769999999999992	0.12769999999999992	1	none
Ratak + Rālik	1.1364	1.1367164344836591	0	9	-0.13640000000000008	0.13640000000000008	1	none
Rimatara	1.2408	1.2003997067417147	0	9	-0.2407999999999999	0.2407999999999999	1	none
Rotuma	0.5327	0.7609130100483801	0	5	0.46730000000000005	0.46730000000000005	1	none
Rurutu	0.9772	1.0331441809785646	0	8	0.022800000000000042	0.022800000000000042	1	none
Rēkohou	1.4856	1.5060609091089892	0	14	-0.48560000000000003	0.48560000000000003	1	none
Sāmoa	2.269	1.6641261765843236	0	13	-1.2690000000000001	1.2690000000000001	1	none
Tahiti	0.4795	0.726107755947645	0	6	0.5205	0.5205	1	none
Te Henua ‘Enana (North Marquesas)	1.7321	1.6758312656837215	0	13	-0.7321	0.7321	1	none
Tikopia	0.9901	1.1998107953316888	0	10	0.00990000000000002	0.00990000000000002	1	none
Tokelau	0.5607	0.7994869779694941	0	7	0.4393	0.4393	1	none
Tonga	1.4348	1.3292575568960503	0	9	-0.4348000000000001	0.4348000000000001	1	none
Tuamotu	1.6441	1.577302754197126	0	16	-0.6440999999999999	0.6440999999999999	1	none
Tupuai	1.2102	1.183788872903256	0	9	-0.21019999999999994	0.21019999999999994	1	none
Ulithi (greater)	0.9328	0.9962848078445411	0	7	0.06720000000000004	0.06720000000000004	1	none
Uvea (Wallis)	0.8331	0.9426204131697618	0	7	0.16690000000000005	0.16690000000000005	1	none
Woleai	0.6646	0.8585921954314548	0	5	0.33540000000000003	0.33540000000000003	1	none
Yap	0.8481	1.0202600075707686	0	8	0.15190000000000003	0.15190000000000003	1	none
