group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Raivavae	1.2116	1.266485625099574	0	9	-0.2116	0.2116	1	spatial
Rakahanga-Manihiki	0.8091	1.0093359529446033	0	8	0.19089999999999996	0.19089999999999996	1	spatial
Rapa Nui	0.9864	1.1330240131353944	0	10	0.013599999999999945	0.013599999999999945	1	spatial
Ratak + Rālik	1.0611	1.1646898472314526	0	8	-0.06109999999999993	0.06109999999999993	1	spatial
Rimatara	1.0041	1.1435094889834276	0	10	-0.0040999999999999925	0.0040999999999999925	1	spatial
Rotuma	0.6723	0.9217362256996178	0	8	0.3277	0.3277	1	spatial
Rurutu	0.9648	1.107647799783323	0	7	0.03520000000000001	0.03520000000000001	1	spatial
Rēkohou	1.3089	1.4112689176750828	0	12	-0.30889999999999995	0.30889999999999995	1	spatial
Sāmoa	1.5312	1.4453495990750316	0	10	-0.5311999999999999	0.5311999999999999	1	spatial
Tahiti	0.5596	0.8351751862688306	0	7	0.4404	0.4404	1	spatial
Te Henua ‘Enana (North Marquesas)	1.7886	1.7824779838125009	0	15	-0.7886	0.7886	1	spatial
Tikopia	0.9626	1.2404656849391487	0	15	0.03739999999999999	0.03739999999999999	1	spatial
Tokelau	0.8836	1.088654930157254	0	9	0.11639999999999995	0.11639999999999995	1	spatial
Tonga	1.6399	1.5286797166730566	0	17	-0.6398999999999999	0.6398999999999999	1	spatial
Tuamotu	1.2976	1.416204365012461	0	13	-0.2976000000000001	0.2976000000000001	1	spatial
Tupuai	1.0837	1.2002659596261922	0	12	-0.08370000000000011	0.08370000000000011	1	spatial
Ulithi (greater)	1.0115	1.1277831970258954	0	9	-0.011500000000000066	0.011500000000000066	1	spatial
Uvea (Wallis)	0.992	1.1040189698499654	0	9	0.008000000000000007	0.008000000000000007	1	spatial
Woleai	0.9553	1.1300573494125403	0	9	0.04469999999999996	0.04469999999999996	1	spatial
Yap	1.0461	1.1988821968200984	0	10	-0.04610000000000003	0.04610000000000003	1	spatial
